,temporada_alta,dif_min,atraso_15,periodo_dia
711,1,-3,0,manana
712,1,-3,0,manana
713,1,2,0,manana
714,1,27,1,manana
715,1,-1,0,manana
716,1,2,0,manana
717,1,0,0,manana
718,1,11,0,manana
719,1,2,0,manana
720,1,20,1,manana
721,1,-3,0,manana
722,1,13,0,manana
723,1,5,0,manana
724,1,2,0,manana
725,1,13,0,manana
726,1,-7,0,manana
727,1,14,0,manana
728,1,10,0,manana
729,1,2,0,manana
730,1,5,0,manana
731,1,15,0,manana
732,1,5,0,manana
733,1,28,1,manana
734,1,5,0,manana
735,1,3,0,manana
736,1,11,0,manana
737,1,-3,0,manana
738,1,10,0,manana
739,1,6,0,manana
740,1,2,0,manana
741,1,1,0,manana
742,1,129,1,manana
743,1,-3,0,manana
744,1,1,0,manana
745,1,5,0,manana
746,1,-2,0,manana
747,1,0,0,manana
748,1,29,1,manana
749,1,1,0,manana
750,1,0,0,manana
751,1,3,0,manana
752,1,-5,0,manana
753,1,-7,0,manana
754,1,6,0,manana
755,1,0,0,manana
756,1,-1,0,manana
757,1,-1,0,manana
758,1,4,0,manana
759,1,-1,0,manana
760,1,8,0,manana
761,1,2,0,manana
762,1,-6,0,manana
763,1,1,0,manana
764,1,60,1,manana
765,1,-3,0,manana
766,1,5,0,manana
767,1,0,0,manana
768,1,10,0,manana
769,1,-1,0,manana
770,1,-2,0,manana
771,1,8,0,manana
772,1,5,0,manana
773,1,-7,0,manana
774,1,-1,0,manana
775,1,11,0,manana
776,1,3,0,manana
777,1,-10,0,manana
778,1,0,0,manana
779,1,7,0,manana
780,1,0,0,manana
781,1,-2,0,manana
782,1,0,0,manana
783,1,-6,0,manana
784,1,4,0,manana
785,1,-1,0,manana
786,1,1,0,manana
787,1,-3,0,manana
788,1,-6,0,manana
789,1,0,0,manana
790,1,2,0,manana
791,1,-11,0,manana
792,1,21,1,manana
793,1,12,0,manana
794,1,8,0,manana
795,1,-2,0,manana
796,1,-2,0,manana
797,1,-3,0,manana
798,1,-3,0,manana
799,1,-8,0,manana
800,1,2,0,manana
801,1,0,0,manana
802,1,-9,0,manana
803,1,16,1,manana
804,1,1,0,manana
805,1,9,0,manana
806,1,0,0,manana
807,1,61,1,manana
808,1,0,0,manana
809,1,5,0,manana
810,1,0,0,manana
811,1,4,0,manana
812,1,0,0,manana
813,1,4,0,manana
814,1,-1,0,manana
815,1,-1,0,manana
816,1,2,0,manana
817,1,17,1,manana
818,1,4,0,manana
819,1,0,0,manana
820,1,57,1,manana
821,1,12,0,manana
822,1,0,0,manana
823,1,5,0,manana
824,1,1,0,manana
825,1,5,0,manana
826,1,10,0,manana
827,1,11,0,manana
828,1,-1,0,manana
829,1,1,0,manana
830,1,17,1,manana
831,1,-4,0,manana
832,1,4,0,manana
833,1,-4,0,manana
834,1,4,0,manana
835,1,-1,0,manana
836,1,64,1,manana
837,1,1,0,manana
838,1,-2,0,manana
839,1,35,1,manana
840,1,-3,0,manana
841,1,10,0,manana
842,1,16,1,manana
843,1,0,0,manana
844,1,2,0,manana
845,1,13,0,manana
846,1,4,0,manana
847,1,3,0,manana
848,1,-2,0,manana
849,1,25,1,manana
850,1,1,0,manana
851,1,10,0,manana
852,1,5,0,manana
853,1,11,0,manana
854,1,2,0,manana
855,1,13,0,manana
856,1,-4,0,manana
857,1,17,1,manana
858,1,5,0,manana
859,1,57,1,manana
860,1,0,0,manana
861,1,1,0,manana
862,1,122,1,manana
863,1,18,1,manana
864,1,17,1,manana
865,1,-2,0,manana
866,1,-1,0,manana
867,1,9,0,manana
868,1,88,1,manana
869,1,3,0,manana
870,1,7,0,manana
871,1,3,0,manana
872,1,0,0,manana
873,1,0,0,manana
874,1,1,0,manana
875,1,4,0,manana
876,1,8,0,manana
877,1,-4,0,manana
878,1,13,0,manana
879,1,-2,0,manana
880,1,57,1,manana
881,1,-1,0,manana
882,1,-7,0,manana
883,1,-2,0,manana
884,1,13,0,manana
885,1,5,0,manana
886,1,0,0,manana
887,1,-5,0,manana
888,1,8,0,manana
889,1,7,0,manana
890,1,-2,0,manana
891,1,-4,0,manana
892,1,0,0,manana
893,1,12,0,manana
894,1,13,0,manana
895,1,-1,0,manana
896,1,11,0,manana
897,1,-5,0,manana
898,1,2,0,manana
899,1,0,0,manana
900,1,-1,0,manana
901,1,5,0,manana
902,1,5,0,manana
903,1,3,0,manana
904,1,38,1,manana
905,1,40,1,manana
906,1,2,0,manana
907,1,20,1,manana
908,1,16,1,manana
909,1,21,1,manana
910,1,4,0,manana
911,1,13,0,manana
912,1,13,0,manana
913,1,1,0,manana
914,1,12,0,manana
915,1,8,0,manana
916,1,3,0,manana
917,1,20,1,manana
918,1,17,1,manana
919,1,1,0,manana
920,1,25,1,manana
921,1,6,0,manana
922,1,10,0,manana
923,1,23,1,manana
924,1,19,1,manana
925,1,5,0,manana
926,1,27,1,manana
927,1,0,0,manana
928,1,16,1,manana
929,1,7,0,manana
930,1,12,0,manana
931,1,2,0,manana
932,1,-1,0,manana
933,1,7,0,manana
934,1,6,0,manana
935,1,24,1,manana
936,1,-1,0,manana
937,1,17,1,manana
938,1,7,0,manana
939,1,2,0,manana
940,1,-2,0,manana
941,1,9,0,manana
942,1,17,1,manana
943,1,1,0,manana
944,1,15,0,manana
945,1,12,0,manana
946,1,18,1,manana
947,1,1,0,manana
948,1,1,0,manana
949,1,6,0,manana
950,1,22,1,manana
951,1,-6,0,manana
952,1,4,0,manana
953,1,31,1,manana
954,1,-3,0,manana
955,1,-1,0,manana
956,1,26,1,manana
957,1,10,0,manana
958,1,7,0,manana
959,1,8,0,manana
960,1,12,0,manana
961,1,12,0,manana
962,1,9,0,manana
963,1,30,1,manana
964,1,2,0,manana
965,1,23,1,manana
966,1,16,1,manana
967,1,12,0,manana
968,1,0,0,manana
969,1,8,0,manana
970,1,23,1,manana
971,1,1,0,manana
972,1,5,0,manana
973,1,14,0,manana
974,1,4,0,manana
975,1,11,0,manana
976,1,15,0,manana
977,1,3,0,manana
978,1,10,0,manana
979,1,10,0,manana
980,1,9,0,manana
981,1,14,0,manana
982,1,0,0,manana
983,1,56,1,manana
984,1,-2,0,manana
985,1,-1,0,manana
986,1,14,0,manana
987,1,0,0,manana
988,1,0,0,manana
989,1,4,0,manana
990,1,-1,0,manana
991,1,78,1,manana
992,1,15,0,manana
993,1,2,0,manana
994,1,1,0,manana
995,1,13,0,manana
996,1,23,1,manana
997,1,12,0,manana
998,1,26,1,manana
999,1,123,1,manana
1000,1,29,1,manana
1001,1,0,0,manana
1002,1,-2,0,manana
1003,1,0,0,manana
1004,1,13,0,manana
1005,1,7,0,manana
1006,1,27,1,manana
1007,1,3,0,manana
1008,1,-1,0,manana
1009,1,0,0,manana
1010,1,7,0,manana
1011,1,19,1,manana
1012,1,17,1,manana
1013,1,1,0,manana
1014,1,24,1,manana
1015,1,5,0,manana
1016,1,-1,0,manana
1017,1,15,0,manana
1018,1,-7,0,manana
1019,1,5,0,manana
1020,1,-2,0,manana
1021,1,0,0,manana
1022,1,-3,0,manana
1023,1,-4,0,manana
1024,1,7,0,manana
1025,1,-3,0,manana
1026,1,8,0,manana
1027,1,-1,0,manana
1028,1,1,0,manana
1029,1,-3,0,manana
1030,1,-5,0,manana
1031,1,5,0,manana
1032,1,-1,0,manana
1033,1,1,0,manana
1034,1,-1,0,manana
1035,1,-1,0,manana
1036,1,6,0,manana
1037,1,-3,0,manana
1038,1,2,0,manana
1039,1,-1,0,manana
1040,1,11,0,manana
1041,1,5,0,manana
1042,1,6,0,manana
1043,1,2,0,manana
1044,1,-1,0,manana
1045,1,-1,0,manana
1046,1,-5,0,manana
1047,1,3,0,manana
1048,1,5,0,manana
1049,1,4,0,manana
1050,1,5,0,manana
1051,1,5,0,manana
1052,1,-3,0,manana
1053,1,-3,0,manana
1054,1,115,1,manana
1055,1,-2,0,manana
1056,1,-2,0,manana
1057,1,-5,0,manana
1058,1,6,0,manana
1059,1,-7,0,manana
1060,1,14,0,manana
1061,1,-3,0,manana
1062,1,-1,0,manana
1063,1,-7,0,manana
1064,1,22,1,manana
1065,1,4,0,manana
1066,1,3,0,manana
1067,1,8,0,manana
1068,1,6,0,manana
1069,1,8,0,manana
1070,1,8,0,manana
1071,1,18,1,manana
1072,1,19,1,manana
1073,1,1,0,manana
1074,1,8,0,manana
1075,1,11,0,manana
1076,1,0,0,manana
1077,1,-5,0,manana
1078,1,0,0,manana
1079,1,2,0,manana
1080,1,2,0,manana
1081,1,8,0,manana
1082,1,9,0,manana
1083,1,10,0,manana
1084,1,0,0,manana
1085,1,7,0,manana
1086,1,35,1,manana
1087,1,1,0,manana
1088,1,0,0,manana
1089,1,2,0,manana
1090,1,-1,0,manana
1091,1,0,0,manana
1092,1,3,0,manana
1093,1,-2,0,manana
1094,1,-1,0,manana
1095,1,-1,0,manana
1096,1,-6,0,manana
1097,1,3,0,manana
1098,1,-13,0,manana
1099,1,-1,0,manana
1100,1,9,0,manana
1101,1,-5,0,manana
1102,1,3,0,manana
1103,1,-9,0,manana
1104,1,-1,0,manana
1105,1,-4,0,manana
1106,1,-1,0,manana
1107,1,1,0,manana
1108,1,10,0,manana
1109,1,-1,0,manana
1110,1,15,0,manana
1111,1,6,0,manana
1112,1,0,0,manana
1113,1,8,0,manana
1114,1,6,0,manana
1115,1,-2,0,manana
1116,1,2,0,manana
1117,1,2,0,manana
1118,1,0,0,manana
1119,1,-2,0,manana
1120,1,35,1,manana
1121,1,16,1,manana
1122,1,0,0,manana
1123,1,9,0,manana
1124,1,3,0,manana
1125,1,7,0,manana
1126,1,10,0,manana
1127,1,11,0,manana
1128,1,2,0,manana
1129,1,9,0,manana
1130,1,42,1,manana
1131,1,-6,0,manana
1132,1,0,0,manana
1133,1,2,0,manana
1134,1,8,0,manana
1135,1,1,0,manana
1136,1,-4,0,manana
1137,1,3,0,manana
1138,1,7,0,manana
1139,1,-7,0,manana
1140,1,17,1,manana
1141,1,-8,0,manana
1142,1,9,0,manana
1143,1,-3,0,manana
1144,1,1,0,manana
1145,1,-5,0,manana
1146,1,2,0,manana
1147,1,-1,0,manana
1148,1,-1,0,manana
1149,1,1,0,manana
1150,1,8,0,manana
1151,1,9,0,manana
1152,1,3,0,manana
1153,1,5,0,manana
1154,1,6,0,manana
1155,1,-3,0,manana
1156,1,-1,0,manana
1157,1,-4,0,manana
1158,1,2,0,manana
1159,1,-2,0,manana
1160,1,13,0,manana
1161,1,2,0,manana
1162,1,-5,0,manana
1163,1,-2,0,manana
1164,1,-2,0,manana
1165,1,-1,0,manana
1166,1,-1,0,manana
1167,1,30,1,manana
1168,1,-2,0,manana
1169,1,5,0,manana
1170,1,-2,0,manana
1171,1,1,0,manana
1172,1,0,0,manana
1173,1,8,0,manana
1174,1,-2,0,manana
1175,1,2,0,manana
1176,1,6,0,manana
1177,1,14,0,manana
1178,1,-5,0,manana
1179,1,3,0,manana
1180,1,2,0,manana
1181,1,-2,0,manana
1182,1,4,0,manana
1183,1,-1,0,manana
1184,1,4,0,manana
1185,1,4,0,manana
1186,1,1,0,manana
1187,1,2,0,manana
1188,1,1,0,manana
1189,1,13,0,manana
1190,1,2,0,manana
1191,1,2,0,manana
1192,1,8,0,manana
1193,1,3,0,manana
1194,1,6,0,manana
1195,1,5,0,manana
1196,1,-1,0,manana
1197,1,4,0,manana
1198,1,4,0,manana
1199,1,7,0,manana
1200,1,12,0,manana
1201,1,5,0,manana
1202,1,9,0,manana
1203,1,4,0,manana
1204,1,28,1,manana
1205,1,4,0,manana
1206,1,6,0,manana
1207,1,0,0,manana
1208,1,-2,0,manana
1209,1,-1,0,manana
1210,1,16,1,manana
1211,1,-1,0,manana
1212,1,21,1,manana
1213,1,17,1,manana
1214,1,6,0,manana
